,Covariate,Cell Type,Final Parameter,HDI 3%,HDI 97%,SD,Inclusion probability,Expected Sample,log2-fold change,Reference Cell Type
132,CPS,Astro_1,0.0,-0.131,0.883,0.283,0.595,144.25346837269936,-0.0768043948046613,Endo_2
39,Age_at_Death_binned_codes,Astro_1,0.0,-0.265,0.476,0.147,0.422,135.6231809096338,-0.125920105066354,Oligo_1
8,Age_at_Death_binned_codes,Astro_1,0.0,-0.268,0.466,0.131,0.405,118.06784214123508,-0.0963041564758318,Astro_3
8,method[T.10xV3.1_HT],Astro_1,0.0,-0.317,0.227,0.084,0.321,152.99574119525383,0.0479676023403287,Oligo_1
39,Age_at_Death_binned_codes,Astro_1,0.0,-0.294,0.538,0.162,0.459,114.83655184990084,-0.140496880150952,Astro_5
101,Thal_codes,Astro_1,0.0,-0.09,0.622,0.183,0.529,157.67840315028522,-0.0304349912147578,OPC_1
70,Sex_codes,Astro_1,0.0,-0.126,0.265,0.082,0.455,137.73276759984032,0.1217930304183838,Astro_5
101,APOE4_Status_codes,Astro_1,0.0,-0.124,0.232,0.065,0.475,155.60815932974938,0.0,OPC_2_1-SEAAD
101,Braak_codes,Astro_1,0.6334291376442306,-0.016,1.153,0.358,0.889,207.37039254873332,0.7012645198346893,Pericyte_1
70,Sex_codes,Astro_1,0.0,-0.111,0.346,0.102,0.511,169.86649557703328,0.1017559258323361,Monocyte
132,CPS,Astro_1,0.0,-0.141,0.895,0.276,0.635,140.48551063626533,-0.0722241071948179,Astro_3
70,APOE4_Status_codes,Astro_1,0.0,-0.153,0.253,0.076,0.464,159.77239639173646,0.0,Pericyte_2-SEAAD
101,Thal_codes,Astro_1,0.0,-0.19,0.553,0.183,0.548,159.28217096730694,-0.028694534930021,Oligo_4
101,APOE4_Status_codes,Astro_1,0.0,-0.118,0.243,0.066,0.468,126.58257290644949,0.0,Astro_5
101,ADNC_codes,Astro_1,0.0,-0.162,0.477,0.163,0.559,158.230222761571,0.0,OPC_2
101,ADNC_codes,Astro_1,0.0,-0.145,0.555,0.178,0.547,158.91506069340937,0.0,Lymphocyte
101,APOE4_Status_codes,Astro_1,0.0,-0.097,0.223,0.059,0.465,144.7553870971728,0.0,OPC_1
70,APOE4_Status_codes,Astro_1,0.0,-0.206,0.229,0.076,0.433,127.53961287304148,0.0,Pericyte_1
132,CPS_AT8,Astro_1,0.0,-0.008,1.256,0.4,0.842,104.9600165424097,-0.2702389447988835,Astro_5
101,APOE4_Status_codes,Astro_1,0.0,-0.115,0.198,0.057,0.455,147.6975043408348,0.0,Astro_3
132,CPS_6e10,Astro_1,0.0,-0.186,0.526,0.167,0.48,160.7127928139737,-0.0567944023896505,Oligo_2
39,Age_at_Death_binned_codes,Astro_1,0.0,-0.14,0.516,0.135,0.484,151.76837657810225,-0.0932385824299895,Astro_6-SEAAD
8,method[T.10xV3.1_HT],Astro_1,0.0,-0.313,0.268,0.084,0.308,137.89719514756155,0.1163152817720349,OPC_2_2-SEAAD
39,Age_at_Death_binned_codes,Astro_1,0.0,-0.313,0.495,0.153,0.425,150.06609312262188,-0.0770473557748397,Monocyte
39,Sex_codes,Astro_1,0.0,-0.158,0.309,0.096,0.441,136.32555239923434,0.0961105941179687,Pericyte_1
39,Sex_codes,Astro_1,0.0,-0.092,0.424,0.115,0.484,163.8597600684694,0.027780906108561,Micro-PVM_2_3-SEAAD
8,Age_at_Death_binned_codes,Astro_1,0.0,-0.221,0.499,0.148,0.423,141.3862459656265,-0.1675326367224309,Oligo_1
70,Sex_codes,Astro_1,0.0,-0.137,0.304,0.092,0.452,155.00302118526278,0.0623422846089846,Pericyte_2-SEAAD
8,method[T.10xV3.1_HT],Astro_1,0.0,-0.317,0.18,0.088,0.399,158.80098261205117,0.1310641110493903,Oligo_2_1-SEAAD
132,CPS_6e10,Astro_1,0.0,-0.225,0.566,0.172,0.513,155.09925644799338,0.0,OPC_2
39,Sex_codes,Astro_1,0.0,-0.186,0.341,0.112,0.478,170.66732246177014,0.0498057915196028,Astro_6-SEAAD
8,Age_at_Death_binned_codes,Astro_1,0.0,-0.261,0.509,0.145,0.451,145.72474473765462,-0.1162123744543644,Astro_3
70,Sex_codes,Astro_1,0.0,-0.124,0.353,0.106,0.469,148.64137167427592,0.0003612585760926,Micro-PVM_2_3-SEAAD
70,APOE4_Status_codes,Astro_1,0.0,-0.181,0.209,0.069,0.446,125.41527152109994,0.0,Endo_1
101,APOE4_Status_codes,Astro_1,0.0,-0.119,0.203,0.057,0.473,149.82365942100176,0.0,Astro_6-SEAAD
70,APOE4_Status_codes,Astro_1,0.0,-0.197,0.226,0.078,0.469,159.7728180971092,0.0,Pericyte_1
70,Sex_codes,Astro_1,0.0,-0.148,0.271,0.089,0.48,153.4942023964863,0.0664878567682288,Monocyte
70,APOE4_Status_codes,Astro_1,0.0,-0.128,0.164,0.052,0.484,164.5112799231829,0.0,Oligo_4
101,APOE4_Status_codes,Astro_1,0.0,-0.103,0.22,0.056,0.485,148.60415573730447,0.0,Micro-PVM_2_3-SEAAD
70,APOE4_Status_codes,Astro_1,0.0,-0.166,0.218,0.073,0.46,130.12395058127808,0.0,Astro_2
101,APOE4_Status_codes,Astro_1,0.0,-0.134,0.193,0.059,0.495,154.56733632675594,0.0,Micro-PVM_2
132,CPS_6e10,Astro_1,0.0,-0.235,0.599,0.194,0.557,152.77031931243613,-0.0510012891192273,Micro-PVM_2_1-SEAAD
39,Age_at_Death_binned_codes,Astro_1,0.0,-0.2,0.522,0.152,0.439,135.3846823115822,-0.1344099428214094,Micro-PVM_2_3-SEAAD
39,Sex_codes,Astro_1,0.0,-0.187,0.281,0.093,0.427,134.48445314752053,0.1007263696497272,Endo_1
132,CPS,Astro_1,0.0,-0.246,0.759,0.254,0.559,147.02586327718552,-0.0154045001677577,Micro-PVM_2_3-SEAAD
39,Age_at_Death_binned_codes,Astro_1,0.0,-0.23,0.538,0.16,0.461,143.9790784994492,-0.1242427271349017,Micro-PVM_4-SEAAD
39,Age_at_Death_binned_codes,Astro_1,0.0,-0.293,0.425,0.149,0.472,139.72171829737135,-0.1007091749311323,Astro_6-SEAAD
8,Age_at_Death_binned_codes,Astro_1,0.0,-0.316,0.376,0.114,0.376,116.78778000265584,-0.1028237055447239,Endo_1
101,APOE4_Status_codes,Astro_1,0.0,-0.127,0.218,0.062,0.477,160.36276466381983,0.0,Endo_2
8,method[T.10xV3.1_HT],Astro_1,0.0,-0.277,0.248,0.089,0.373,157.817259701726,0.1104840641341643,Endo_1
70,APOE4_Status_codes,Astro_1,0.0,-0.203,0.214,0.077,0.493,164.8759602197269,0.0,Astro_6-SEAAD
101,Braak_codes,Astro_1,0.0,-0.124,0.891,0.3,0.623,134.05147536736573,0.0429005690962,Astro_2
39,Age_at_Death_binned_codes,Astro_1,0.0,-0.175,0.558,0.139,0.408,133.83694902889832,-0.1272944674165435,Endo_1
8,Age_at_Death_binned_codes,Astro_1,0.0,-0.216,0.569,0.155,0.457,142.5063796327086,-0.1707511072815468,Astro_4
101,Thal_codes,Astro_1,0.0,-0.194,0.559,0.185,0.538,157.03139635466147,-0.0370498722363103,VLMC_1
101,APOE4_Status_codes,Astro_1,0.0,-0.126,0.184,0.06,0.469,158.2675590110566,0.0,Micro-PVM_2_1-SEAAD
70,Sex_codes,Astro_1,0.0,-0.132,0.313,0.098,0.497,156.026493563851,0.0585255568127772,Astro_6-SEAAD
39,Sex_codes,Astro_1,0.0,-0.117,0.381,0.119,0.491,163.05195603885642,0.0345102126219428,Pericyte_1
39,Sex_codes,Astro_1,0.0,-0.152,0.28,0.078,0.407,146.62417235138895,0.1722364361253461,Astro_2
8,method[T.10xV3.1_HT],Astro_1,0.0,-0.3,0.246,0.089,0.344,168.7142029576465,0.1076534294924436,Lymphocyte
39,Age_at_Death_binned_codes,Astro_1,0.0,-0.236,0.447,0.138,0.433,138.60285673088833,-0.0807393150283437,Monocyte
70,APOE4_Status_codes,Astro_1,0.0,-0.169,0.254,0.079,0.47,128.67359950194714,0.0,Micro-PVM_2
70,APOE4_Status_codes,Astro_1,0.0,-0.158,0.288,0.084,0.478,161.29549429303958,0.0,Oligo_2
39,Age_at_Death_binned_codes,Astro_1,0.0,-0.258,0.496,0.154,0.451,147.6850477453941,-0.0706680010630445,OPC_2
39,Age_at_Death_binned_codes,Astro_1,0.0,-0.197,0.579,0.16,0.456,143.6425153360674,-0.0826714044477281,Ependymal
39,Age_at_Death_binned_codes,Astro_1,0.0,-0.296,0.444,0.138,0.428,160.27167519538298,0.0314193897960241,Oligo_2
8,Age_at_Death_binned_codes,Astro_1,0.0,-0.304,0.526,0.16,0.476,142.77857452210856,-0.173640558711291,OPC_1
70,Sex_codes,Astro_1,0.0,-0.113,0.357,0.104,0.526,167.68344983240138,0.1056322958840695,Astro_3
70,Sex_codes,Astro_1,0.0,-0.109,0.385,0.104,0.508,152.59469980927668,-0.0393952380156605,Oligo_2
39,Sex_codes,Astro_1,0.0,-0.14,0.331,0.099,0.464,136.1675621261708,0.0816669848991781,Micro-PVM_2
132,CPS_6e10,Astro_1,0.0,-0.155,0.641,0.186,0.504,154.67269441222405,-0.0521206660077747,Endo_2
8,Age_at_Death_binned_codes,Astro_1,0.0,-0.279,0.465,0.125,0.384,117.42009779370296,-0.1482071652269558,Astro_2
132,CPS,Astro_1,0.0,-0.141,0.927,0.299,0.668,141.6158556415593,-0.0812826631795691,Astro_6-SEAAD
70,APOE4_Status_codes,Astro_1,0.0,-0.168,0.272,0.081,0.488,161.11635029427882,0.0,VLMC_1
39,Age_at_Death_binned_codes,Astro_1,0.0,-0.226,0.541,0.159,0.476,148.31442635531576,-0.0782690666841799,Lymphocyte
101,APOE4_Status_codes,Astro_1,0.0,-0.129,0.212,0.065,0.472,156.81897017097145,0.0,Oligo_2
8,method[T.10xV3.1_HT],Astro_1,0.0,-0.292,0.304,0.091,0.336,163.7252400872493,0.1061225206869998,Ependymal
70,Sex_codes,Astro_1,0.0,-0.1,0.346,0.102,0.508,159.4244796530463,0.0446376959262259,Micro-PVM_2
8,Age_at_Death_binned_codes,Astro_1,0.0,-0.314,0.419,0.125,0.388,120.9114194700895,-0.0897655739249999,Micro-PVM_2
39,Sex_codes,Astro_1,0.0,-0.102,0.382,0.11,0.469,164.20050873568584,0.0590906633519001,Micro-PVM_3-SEAAD
132,CPS,Astro_1,0.0,-0.09,0.969,0.287,0.585,148.02856750671685,-0.0832244674985046,Oligo_2
8,Age_at_Death_binned_codes,Astro_1,0.0,-0.285,0.571,0.169,0.453,143.25049136229916,-0.1522814481692872,Pericyte_1
8,method[T.10xV3.1_HT],Astro_1,0.0,-0.313,0.232,0.094,0.361,169.267082709275,0.1091995232664829,Micro-PVM_4-SEAAD
8,method[T.10xV3.1_HT],Astro_1,0.0,-0.33,0.223,0.09,0.342,161.16716670006528,0.1170834034371323,Micro-PVM_2_3-SEAAD
101,Braak_codes,Astro_1,0.6778397942169234,0.088,1.257,0.355,0.905,209.5605153125888,0.7406538823329365,Endo_1
101,ADNC_codes,Astro_1,0.0,-0.105,0.526,0.16,0.546,164.5112799231829,0.0,Oligo_4
101,Thal_codes,Astro_1,0.0,-0.213,0.573,0.191,0.54,156.51495757099357,-0.02972144874461,Pericyte_1
8,Age_at_Death_binned_codes,Astro_1,0.0,-0.314,0.442,0.13,0.405,139.9304810955295,-0.1185732296936759,Astro_2
8,method[T.10xV3.1_HT],Astro_1,0.0,-0.231,0.25,0.073,0.303,154.97090544812707,0.0487319212848358,Astro_6-SEAAD
70,Sex_codes,Astro_1,0.0,-0.123,0.321,0.096,0.489,153.23417901527205,0.0679671971794293,Endo_1
132,CPS_6e10,Astro_1,0.0,-0.199,0.541,0.177,0.575,155.84458283303158,0.0,Astro_3
39,Age_at_Death_binned_codes,Astro_1,0.0,0.0,0.0,0.0,0.0,165.72978555143018,-0.1265014203878891,Astro_1
101,APOE4_Status_codes,Astro_1,0.0,-0.126,0.176,0.057,0.482,149.42114878566267,0.0,Micro-PVM_2
8,Age_at_Death_binned_codes,Astro_1,0.0,-0.248,0.518,0.149,0.447,148.89238456843484,-0.1439165415889358,Oligo_4
8,Age_at_Death_binned_codes,Astro_1,0.0,-0.223,0.475,0.152,0.441,141.05562798971349,-0.1797577563858924,Pericyte_1
70,Sex_codes,Astro_1,0.0,-0.155,0.314,0.098,0.476,166.9209092552222,0.0578254894492769,Endo_2
132,CPS,Astro_1,0.0,-0.23,0.695,0.219,0.521,149.42114878566267,0.0,Micro-PVM_2
101,APOE4_Status_codes,Astro_1,0.0,-0.133,0.183,0.059,0.478,156.9279051225176,0.0,Micro-PVM_4-SEAAD
70,APOE4_Status_codes,Astro_1,0.0,-0.147,0.223,0.072,0.481,128.4828343536177,0.0,Oligo_2
70,APOE4_Status_codes,Astro_1,0.0,-0.175,0.247,0.08,0.462,128.4120836687963,-0.0570072391415269,VLMC_1
8,Age_at_Death_binned_codes,Astro_1,0.0,-0.269,0.446,0.125,0.417,164.23379473476015,0.0260448859585392,Oligo_2
8,method[T.10xV3.1_HT],Astro_1,0.0,-0.295,0.266,0.088,0.33,163.6995720345287,0.0486849816423417,Micro-PVM_2_1-SEAAD
101,Braak_codes,Astro_1,0.7927190205346333,0.172,1.403,0.394,0.872,211.6484210174061,0.7200941011877077,Oligo_2
8,method[T.10xV3.1_HT],Astro_1,0.0,-0.332,0.189,0.086,0.338,164.3218855686811,0.1111142398952278,Endo_2
101,ADNC_codes,Astro_1,0.0,-0.12,0.506,0.164,0.512,163.7059593019396,0.0402853047007866,Pericyte_1
39,Age_at_Death_binned_codes,Astro_1,0.0,-0.254,0.492,0.154,0.447,138.70898123348172,-0.1333491982851726,Endo_2
39,Sex_codes,Astro_1,0.0,-0.174,0.335,0.106,0.49,130.5789968151513,0.0233472385619448,Oligo_2
70,APOE4_Status_codes,Astro_1,0.0,-0.135,0.267,0.075,0.479,155.1894113209242,0.0,Micro-PVM_2
8,method[T.10xV3.1_HT],Astro_1,0.0,0.0,0.0,0.0,0.0,195.08123679990425,0.1087406915132384,Astro_1
39,Age_at_Death_binned_codes,Astro_1,0.0,-0.202,0.573,0.157,0.451,151.8620471026717,-0.0785778340017566,Endo_2
70,Sex_codes,Astro_1,0.0,-0.135,0.365,0.099,0.429,164.4562832951969,0.1122937278461528,Endo_2
132,CPS,Astro_1,0.0,-0.111,0.895,0.291,0.69,138.8963723380283,-0.0776873882162928,Monocyte
101,Braak_codes,Astro_1,0.0,-0.003,1.171,0.383,0.777,117.54208611605586,-0.1846107982617687,VLMC_1
8,Age_at_Death_binned_codes,Astro_1,0.0,-0.298,0.369,0.123,0.429,133.05241478489737,0.0504190698284397,Oligo_2
132,CPS_6e10,Astro_1,0.0,-0.21,0.591,0.19,0.554,156.9279051225176,0.0,Micro-PVM_4-SEAAD
101,APOE4_Status_codes,Astro_1,0.0,-0.128,0.195,0.063,0.486,152.14114857334073,0.0,Endo_2
39,Sex_codes,Astro_1,0.0,-0.097,0.396,0.113,0.479,166.19933304586218,0.0587105086992267,Oligo_3
101,Braak_codes,Astro_1,0.0,-0.011,1.088,0.361,0.779,119.54606822107128,-0.1548645567999865,Micro-PVM_2_3-SEAAD
70,APOE4_Status_codes,Astro_1,0.0,-0.148,0.208,0.068,0.498,159.1979254356707,0.0,Pericyte_1
70,APOE4_Status_codes,Astro_1,0.0,-0.21,0.19,0.069,0.468,161.63644787670512,0.0,Astro_6-SEAAD
70,APOE4_Status_codes,Astro_1,0.0,-0.181,0.245,0.075,0.473,157.6109679482037,0.0,Micro-PVM_3-SEAAD
132,CPS_6e10,Astro_1,0.0,-0.218,0.545,0.148,0.485,154.56733632675594,0.0,Micro-PVM_2
101,APOE4_Status_codes,Astro_1,0.0,-0.124,0.178,0.055,0.464,146.182532283075,0.0,Endo_1
39,Sex_codes,Astro_1,0.0,-0.144,0.353,0.114,0.479,166.09428498272322,0.0559804478495612,Pericyte_1
70,APOE4_Status_codes,Astro_1,0.0,-0.166,0.257,0.08,0.465,128.27018746755505,-0.0532453400087164,Micro-PVM_2_3-SEAAD
8,Age_at_Death_binned_codes,Astro_1,0.0,-0.221,0.52,0.148,0.411,141.52652352364936,-0.1665226609893321,Micro-PVM_2_1-SEAAD
101,APOE4_Status_codes,Astro_1,0.0,-0.144,0.173,0.06,0.495,155.84458283303158,0.0,Astro_3
8,Age_at_Death_binned_codes,Astro_1,0.0,-0.252,0.468,0.124,0.399,120.8791903176798,-0.1442223045469859,VLMC_1
39,Sex_codes,Astro_1,0.0,-0.088,0.446,0.14,0.581,158.83894170597043,-0.0506218537725009,Oligo_4
132,CPS,Astro_1,0.0,0.0,0.0,0.0,0.0,172.38032869826495,-0.0697391829101229,Astro_1
132,CPS,Astro_1,0.0,-0.088,0.834,0.28,0.673,144.40000232103378,-0.0177001649308692,Endo_1
70,Sex_codes,Astro_1,0.0,-0.08,0.318,0.095,0.474,153.40536626552168,-0.0450166179196018,Micro-PVM_2_1-SEAAD
8,method[T.10xV3.1_HT],Astro_1,0.0,-0.302,0.258,0.084,0.319,172.63440895009546,0.1063808516721243,Endo_2
70,Sex_codes,Astro_1,0.0,-0.121,0.317,0.099,0.467,162.707671941267,0.0521803611084804,Micro-PVM_4-SEAAD
39,Sex_codes,Astro_1,0.0,-0.142,0.363,0.103,0.461,142.35603249814147,0.0970723917210683,Micro-PVM_2_3-SEAAD
8,method[T.10xV3.1_HT],Astro_1,0.0,-0.281,0.27,0.085,0.33,160.137648610387,0.0999281686846017,Micro-PVM_2
39,Sex_codes,Astro_1,0.0,-0.105,0.393,0.112,0.463,165.02369057231044,0.0550780353904692,Micro-PVM_2_1-SEAAD
39,Age_at_Death_binned_codes,Astro_1,0.0,-0.258,0.413,0.126,0.399,142.8318161146614,-0.0650669801017156,Micro-PVM_2
70,Sex_codes,Astro_1,0.0,-0.11,0.338,0.1,0.502,167.00180719003606,0.1066719446820785,OPC_2
101,APOE4_Status_codes,Astro_1,0.0,0.0,0.0,0.0,0.0,180.91779684929065,0.0,Astro_1
39,Sex_codes,Astro_1,0.0,-0.165,0.334,0.103,0.476,143.41039488632046,0.1023613927819368,VLMC_1
8,Age_at_Death_binned_codes,Astro_1,0.0,-0.249,0.478,0.138,0.426,118.37887999735156,-0.1690195261136524,Micro-PVM_2_3-SEAAD
101,APOE4_Status_codes,Astro_1,0.0,-0.121,0.206,0.06,0.477,146.5808167389844,0.0,Monocyte
70,Sex_codes,Astro_1,0.0,0.0,0.0,0.0,0.0,195.46216474293485,0.1115550421152643,Astro_1
70,Sex_codes,Astro_1,0.0,-0.11,0.357,0.107,0.488,155.13447849460752,0.0541350007549291,Micro-PVM_2
39,Age_at_Death_binned_codes,Astro_1,0.0,-0.177,0.494,0.143,0.459,149.96116780137106,-0.07777660292111,Micro-PVM_2_1-SEAAD
39,Sex_codes,Astro_1,0.0,-0.16,0.372,0.129,0.543,159.78207743537794,-0.0136005461469749,Oligo_2
8,method[T.10xV3.1_HT],Astro_1,0.0,-0.238,0.311,0.083,0.29,157.75707402839424,0.0086046081376074,Oligo_2
70,Sex_codes,Astro_1,0.0,-0.143,0.317,0.1,0.495,168.2276855688216,0.1034871519480856,Lymphocyte
70,Sex_codes,Astro_1,0.0,-0.091,0.349,0.101,0.5,158.4436367703487,0.0588154951005717,Ependymal
101,APOE4_Status_codes,Astro_1,0.0,-0.134,0.151,0.054,0.494,157.90857520437257,0.0,Astro_4
39,Age_at_Death_binned_codes,Astro_1,0.0,-0.321,0.491,0.161,0.462,148.57543606458796,-0.0804418359926123,OPC_2_2-SEAAD
101,APOE4_Status_codes,Astro_1,0.0,-0.137,0.173,0.056,0.459,127.0324705041914,0.0,Monocyte
39,Sex_codes,Astro_1,0.0,-0.136,0.32,0.095,0.444,135.53905109564744,0.0930943514830027,Astro_6-SEAAD
39,Age_at_Death_binned_codes,Astro_1,0.0,-0.26,0.504,0.154,0.419,139.15655079941462,-0.0750298303041425,OPC_2
8,Age_at_Death_binned_codes,Astro_1,0.0,-0.224,0.489,0.139,0.405,141.54834328320288,-0.1729092202351915,Oligo_3
101,Thal_codes,Astro_1,0.0,-0.154,0.554,0.164,0.518,154.50036009350617,-0.0064199242008894,Micro-PVM_2
101,Thal_codes,Astro_1,0.0,-0.218,0.62,0.197,0.515,156.0022676694918,-0.0311509496947543,Oligo_2_1-SEAAD
132,CPS_AT8,Astro_1,0.0,-0.007,1.278,0.409,0.842,105.18060888057046,-0.2723285548178819,Monocyte
101,Thal_codes,Astro_1,0.0,-0.079,0.693,0.199,0.584,151.0663378980319,-0.0945239174347613,Oligo_2
8,Age_at_Death_binned_codes,Astro_1,0.0,-0.218,0.567,0.159,0.439,146.6655132192448,-0.1253934051201536,VLMC_1
70,APOE4_Status_codes,Astro_1,0.0,-0.164,0.197,0.065,0.471,157.9489393234418,0.0,Astro_3
70,Sex_codes,Astro_1,0.0,-0.172,0.279,0.093,0.477,135.4495882445087,0.0925586994754888,Monocyte
8,Age_at_Death_binned_codes,Astro_1,0.0,-0.308,0.367,0.124,0.427,116.99287504742496,-0.1191935535680278,Astro_6-SEAAD
70,APOE4_Status_codes,Astro_1,0.0,-0.192,0.205,0.072,0.493,161.60844104208795,0.0,Monocyte
8,method[T.10xV3.1_HT],Astro_1,0.0,-0.327,0.3,0.097,0.337,157.5473635394867,-0.0597657031731193,Oligo_4
132,CPS,Astro_1,0.0,-0.076,0.964,0.289,0.609,141.20604762346778,-0.0771554695399878,Oligo_3
101,APOE4_Status_codes,Astro_1,0.0,-0.154,0.174,0.058,0.476,158.00086651883444,0.0,Endo_1
70,Sex_codes,Astro_1,0.0,-0.138,0.338,0.103,0.507,157.4588427592097,-0.0041147383732978,Astro_4
8,Age_at_Death_binned_codes,Astro_1,0.0,-0.28,0.557,0.16,0.423,144.7876220427683,-0.1541646369586459,VLMC_1
39,Age_at_Death_binned_codes,Astro_1,0.0,0.0,0.0,0.0,0.0,168.10516900902965,-0.0782785185851433,Astro_1
39,Age_at_Death_binned_codes,Astro_1,0.0,-0.295,0.49,0.148,0.44,156.45413897319528,-0.0698114897086065,Oligo_4
8,method[T.10xV3.1_HT],Astro_1,0.0,-0.244,0.213,0.078,0.322,157.68212852529106,0.1052805008392046,OPC_2
101,Braak_codes,Astro_1,0.0,0.0,0.0,0.0,0.0,169.8915593804629,-0.1459087312440606,Astro_1
70,APOE4_Status_codes,Astro_1,0.0,-0.177,0.234,0.075,0.474,158.1137506360323,0.0,Astro_3
70,Sex_codes,Astro_1,0.0,-0.143,0.325,0.098,0.485,157.49393537878726,0.1079486941222263,Lymphocyte
39,Sex_codes,Astro_1,0.0,-0.136,0.415,0.124,0.502,161.4670862990418,0.030029035084794,Micro-PVM_3-SEAAD
70,APOE4_Status_codes,Astro_1,0.0,-0.143,0.249,0.07,0.462,158.84229551118634,0.0,Micro-PVM_2_1-SEAAD
8,Age_at_Death_binned_codes,Astro_1,0.0,-0.221,0.48,0.138,0.45,146.25651157500033,-0.1728802043726286,Astro_6-SEAAD
39,Sex_codes,Astro_1,0.0,-0.135,0.384,0.116,0.471,164.961307867655,0.0296251219245067,Monocyte
39,Age_at_Death_binned_codes,Astro_1,0.0,-0.244,0.523,0.157,0.442,149.46375898601545,-0.0801367591645049,Endo_1
101,ADNC_codes,Astro_1,0.0,-0.157,0.508,0.167,0.549,161.06989785257494,0.0,Oligo_3
39,Sex_codes,Astro_1,0.0,-0.152,0.303,0.092,0.407,140.861953956653,0.0920234732664545,Ependymal
8,method[T.10xV3.1_HT],Astro_1,0.0,-0.301,0.236,0.09,0.352,167.98264639551994,0.1076590507007683,OPC_1
101,Thal_codes,Astro_1,0.0,-0.158,0.58,0.155,0.464,155.3543260303579,0.0558494088265375,Astro_2
39,Age_at_Death_binned_codes,Astro_1,0.0,-0.314,0.521,0.156,0.43,150.27863634493374,-0.0750091973213142,Oligo_1
70,Sex_codes,Astro_1,0.0,0.0,0.0,0.0,0.0,191.23778949225897,0.1077250300735853,Astro_1
70,Sex_codes,Astro_1,0.0,-0.179,0.278,0.093,0.49,129.66967850838842,0.092375119455642,Oligo_3
8,Age_at_Death_binned_codes,Astro_1,0.0,-0.27,0.483,0.155,0.462,145.55544700681878,-0.1196422493008793,Micro-PVM_3-SEAAD
132,CPS,Astro_1,0.0,-0.197,0.818,0.273,0.584,144.88412541428494,-0.0168391243690915,OPC_2
101,APOE4_Status_codes,Astro_1,0.0,-0.13,0.225,0.063,0.473,121.62721215276216,0.0,Oligo_3
8,method[T.10xV3.1_HT],Astro_1,0.0,-0.283,0.307,0.095,0.352,165.8958377080788,0.0786402386151732,OPC_2_2-SEAAD
70,APOE4_Status_codes,Astro_1,0.0,-0.181,0.27,0.079,0.469,158.74266962904062,0.0,Micro-PVM_4-SEAAD
8,Age_at_Death_binned_codes,Astro_1,0.0,-0.267,0.395,0.115,0.349,119.67662682083406,-0.1431171095295632,Ependymal
132,CPS_AT8,Astro_1,0.6983173751274235,-0.0,1.292,0.392,0.918,196.3728633272424,0.6911295331364805,Oligo_3
39,Sex_codes,Astro_1,0.0,-0.225,0.356,0.123,0.49,163.6739368619526,0.0329015258313041,VLMC_1
8,Age_at_Death_binned_codes,Astro_1,0.0,-0.226,0.53,0.144,0.405,146.03633681844278,-0.1461751683848056,Monocyte
132,CPS_6e10,Astro_1,0.0,-0.132,0.657,0.19,0.527,152.48069836234123,-0.0504628867636811,Astro_4
101,APOE4_Status_codes,Astro_1,0.0,-0.096,0.211,0.055,0.481,146.58511938854693,0.0,OPC_2
101,Braak_codes,Astro_1,0.6737442191734678,0.045,1.257,0.35,0.937,210.86104008284929,0.730678334135905,Astro_6-SEAAD
8,method[T.10xV3.1_HT],Astro_1,0.0,-0.349,0.217,0.095,0.372,137.8692866201111,0.1181037925727364,Monocyte
70,Sex_codes,Astro_1,0.0,-0.172,0.291,0.097,0.478,153.98927932643073,0.0710912590592987,OPC_2
101,Thal_codes,Astro_1,0.0,-0.203,0.573,0.193,0.567,156.4118521356791,-0.0156130023654534,Astro_3
70,Sex_codes,Astro_1,0.0,-0.155,0.333,0.1,0.439,170.20148446136898,0.1073111494119966,Endo_1
39,Age_at_Death_binned_codes,Astro_1,0.0,-0.207,0.533,0.163,0.485,114.87575104023628,-0.1451230147315836,Monocyte
70,APOE4_Status_codes,Astro_1,0.0,-0.212,0.219,0.076,0.447,127.0691862200296,0.0,Astro_6-SEAAD
101,APOE4_Status_codes,Astro_1,0.0,-0.102,0.258,0.07,0.484,148.96334225065394,0.0,Oligo_3
70,Sex_codes,Astro_1,0.0,-0.147,0.349,0.11,0.495,159.61746770510945,-0.0409327738574213,Oligo_4
101,ADNC_codes,Astro_1,0.0,-0.148,0.478,0.152,0.551,151.91701769161725,0.0,Astro_2
39,Age_at_Death_binned_codes,Astro_1,0.0,-0.197,0.546,0.149,0.414,147.7659477507149,-0.0767941649196558,Astro_3
8,method[T.10xV3.1_HT],Astro_1,0.0,-0.323,0.23,0.091,0.355,159.40986409246986,0.0445054278867763,Micro-PVM_2
8,Age_at_Death_binned_codes,Astro_1,0.0,-0.177,0.562,0.15,0.404,142.39556311077888,-0.1464637394004623,Micro-PVM_3-SEAAD
8,method[T.10xV3.1_HT],Astro_1,0.0,-0.328,0.21,0.09,0.357,159.5576771869878,0.108632696483088,Endo_3
8,method[T.10xV3.1_HT],Astro_1,0.0,-0.373,0.213,0.095,0.334,161.74009131009953,0.1098840137641707,VLMC_1
39,Sex_codes,Astro_1,0.0,-0.142,0.311,0.084,0.402,166.60540726610944,0.1331517357991738,Astro_2
39,Sex_codes,Astro_1,0.0,-0.151,0.385,0.121,0.53,161.65731975677625,0.0334805844323934,Astro_3
39,Age_at_Death_binned_codes,Astro_1,0.0,-0.249,0.505,0.153,0.448,137.13061093929448,-0.1282426650425344,VLMC_1
